county,precinct,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
Marshall,C101,State House,6,Chris FREELAND,REP,665,474,27,,164,,,
Marshall,C101,State House,6,Linda Story EDWARDS,DEM,201,142,18,,41,,,
Marshall,C101,State House,6,Under Votes,,13,11,0,,2,,,
Marshall,C101,State House,6,Over Votes,,0,0,0,,0,,,
Marshall,C102,President,,Donald J. TRUMP,REP,333,241,16,,76,,,
Marshall,C102,President,,Kamala D. HARRIS,DEM,90,72,9,,9,,,
Marshall,C102,President,,Jill STEIN,KY,1,0,0,,1,,,
Marshall,C102,President,,Robert F. KENNEDY JR.,IND,3,1,1,,1,,,
Marshall,C102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Marshall,C102,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Marshall,C102,President,,Write-ins,,0,0,0,,0,,,
Marshall,C102,President,,Under Votes,,2,0,0,,2,,,
Marshall,C102,President,,Over Votes,,0,0,0,,0,,,
Marshall,C102,U.S. House,1,James R. COMER,REP,340,245,15,,80,,,
Marshall,C102,U.S. House,1,Erin MARSHALL,DEM,84,66,9,,9,,,
Marshall,C102,U.S. House,1,Under Votes,,6,4,2,,0,,,
Marshall,C102,U.S. House,1,Over Votes,,0,0,0,,0,,,
Marshall,C102,State House,6,Chris FREELAND,REP,330,237,15,,78,,,
Marshall,C102,State House,6,Linda Story EDWARDS,DEM,93,73,10,,10,,,
Marshall,C102,State House,6,Under Votes,,7,5,1,,1,,,
Marshall,C102,State House,6,Over Votes,,0,0,0,,0,,,
Marshall,C103,President,,Donald J. TRUMP,REP,618,442,27,,149,,,
Marshall,C103,President,,Kamala D. HARRIS,DEM,184,138,13,,33,,,
Marshall,C103,President,,Jill STEIN,KY,2,1,0,,1,,,
Marshall,C103,President,,Robert F. KENNEDY JR.,IND,11,11,0,,0,,,
Marshall,C103,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Marshall,C103,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Marshall,C103,President,,Write-ins,,0,0,0,,0,,,
Marshall,C103,President,,Under Votes,,5,4,1,,0,,,
Marshall,C103,President,,Over Votes,,1,1,0,,0,,,
Marshall,C103,U.S. House,1,James R. COMER,REP,635,455,29,,151,,,
Marshall,C103,U.S. House,1,Erin MARSHALL,DEM,176,133,12,,31,,,
Marshall,C103,U.S. House,1,Under Votes,,10,9,0,,1,,,
Marshall,C103,U.S. House,1,Over Votes,,0,0,0,,0,,,
Marshall,C103,State House,6,Chris FREELAND,REP,623,447,30,,146,,,
Marshall,C103,State House,6,Linda Story EDWARDS,DEM,188,141,11,,36,,,
Marshall,C103,State House,6,Under Votes,,10,9,0,,1,,,
Marshall,C103,State House,6,Over Votes,,0,0,0,,0,,,
Marshall,C104,President,,Donald J. TRUMP,REP,1113,880,40,,193,,,
Marshall,C104,President,,Kamala D. HARRIS,DEM,246,176,17,,53,,,
Marshall,C104,President,,Jill STEIN,KY,3,3,0,,0,,,
Marshall,C104,President,,Robert F. KENNEDY JR.,IND,13,11,0,,2,,,
Marshall,C104,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Marshall,C104,President,,Chase OLIVER,LIB,7,6,0,,1,,,
Marshall,C104,President,,Write-ins,,0,0,0,,0,,,
Marshall,C104,President,,Under Votes,,6,5,1,,0,,,
Marshall,C104,President,,Over Votes,,2,2,0,,0,,,
Marshall,C104,U.S. House,1,James R. COMER,REP,1111,872,40,,199,,,
Marshall,C104,U.S. House,1,Erin MARSHALL,DEM,264,196,18,,50,,,
Marshall,C104,U.S. House,1,Under Votes,,15,15,0,,0,,,
Marshall,C104,U.S. House,1,Over Votes,,0,0,0,,0,,,
Marshall,C104,State House,6,Chris FREELAND,REP,1079,850,42,,187,,,
Marshall,C104,State House,6,Linda Story EDWARDS,DEM,291,213,16,,62,,,
Marshall,C104,State House,6,Under Votes,,20,20,0,,0,,,
Marshall,C104,State House,6,Over Votes,,0,0,0,,0,,,
Marshall,C105,President,,Donald J. TRUMP,REP,750,552,20,,178,,,
Marshall,C105,President,,Kamala D. HARRIS,DEM,177,130,14,,33,,,
Marshall,C105,President,,Jill STEIN,KY,2,2,0,,0,,,
Marshall,C105,President,,Robert F. KENNEDY JR.,IND,6,4,0,,2,,,
Marshall,C105,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Marshall,C105,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Marshall,C105,President,,Write-ins,,0,0,0,,0,,,
Marshall,C105,President,,Under Votes,,9,7,0,,2,,,
Marshall,C105,President,,Over Votes,,0,0,0,,0,,,
Marshall,C105,U.S. House,1,James R. COMER,REP,750,553,18,,179,,,
Marshall,C105,U.S. House,1,Erin MARSHALL,DEM,179,131,14,,34,,,
Marshall,C105,U.S. House,1,Under Votes,,16,12,2,,2,,,
Marshall,C105,U.S. House,1,Over Votes,,0,0,0,,0,,,
Marshall,C105,State House,6,Chris FREELAND,REP,712,520,15,,177,,,
Marshall,C105,State House,6,Linda Story EDWARDS,DEM,217,167,17,,33,,,
Marshall,C105,State House,6,Under Votes,,16,9,2,,5,,,
Marshall,C105,State House,6,Over Votes,,0,0,0,,0,,,
Marshall,C106,President,,Donald J. TRUMP,REP,346,226,18,,102,,,
Marshall,C106,President,,Kamala D. HARRIS,DEM,106,69,8,,29,,,
Marshall,C106,President,,Jill STEIN,KY,3,1,0,,2,,,
Marshall,C106,President,,Robert F. KENNEDY JR.,IND,2,1,1,,0,,,
Marshall,C106,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Marshall,C106,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Marshall,C106,President,,Write-ins,,0,0,0,,0,,,
Marshall,C106,President,,Under Votes,,0,0,0,,0,,,
Marshall,C106,President,,Over Votes,,1,1,0,,0,,,
Marshall,C106,U.S. House,1,James R. COMER,REP,355,228,20,,107,,,
Marshall,C106,U.S. House,1,Erin MARSHALL,DEM,101,68,7,,26,,,
Marshall,C106,U.S. House,1,Under Votes,,2,2,0,,0,,,
Marshall,C106,U.S. House,1,Over Votes,,0,0,0,,0,,,
Marshall,C106,State House,6,Chris FREELAND,REP,340,218,18,,104,,,
Marshall,C106,State House,6,Linda Story EDWARDS,DEM,112,75,9,,28,,,
Marshall,C106,State House,6,Under Votes,,6,5,0,,1,,,
Marshall,C106,State House,6,Over Votes,,0,0,0,,0,,,
Marshall,C107,President,,Donald J. TRUMP,REP,238,147,4,,87,,,
Marshall,C107,President,,Kamala D. HARRIS,DEM,68,43,5,,20,,,
Marshall,C107,President,,Jill STEIN,KY,0,0,0,,0,,,
Marshall,C107,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Marshall,C107,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Marshall,C107,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Marshall,C107,President,,Write-ins,,0,0,0,,0,,,
Marshall,C107,President,,Under Votes,,3,3,0,,0,,,
Marshall,C107,President,,Over Votes,,0,0,0,,0,,,
Marshall,C107,U.S. House,1,James R. COMER,REP,241,149,4,,88,,,
Marshall,C107,U.S. House,1,Erin MARSHALL,DEM,68,44,5,,19,,,
Marshall,C107,U.S. House,1,Under Votes,,2,2,0,,0,,,
Marshall,C107,U.S. House,1,Over Votes,,0,0,0,,0,,,
Marshall,C107,State House,6,Chris FREELAND,REP,237,144,4,,89,,,
Marshall,C107,State House,6,Linda Story EDWARDS,DEM,71,48,5,,18,,,
Marshall,C107,State House,6,Under Votes,,3,3,0,,0,,,
Marshall,C107,State House,6,Over Votes,,0,0,0,,0,,,
Marshall,C108,President,,Donald J. TRUMP,REP,373,300,13,,60,,,
Marshall,C108,President,,Kamala D. HARRIS,DEM,151,127,9,,15,,,
Marshall,C108,President,,Jill STEIN,KY,1,1,0,,0,,,
Marshall,C108,President,,Robert F. KENNEDY JR.,IND,7,6,1,,0,,,
Marshall,C108,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Marshall,C108,President,,Chase OLIVER,LIB,3,3,0,,0,,,
Marshall,C108,President,,Write-ins,,0,0,0,,0,,,
Marshall,C108,President,,Under Votes,,1,1,0,,0,,,
Marshall,C108,President,,Over Votes,,0,0,0,,0,,,
Marshall,C108,U.S. House,1,James R. COMER,REP,375,302,13,,60,,,
Marshall,C108,U.S. House,1,Erin MARSHALL,DEM,150,126,10,,14,,,
Marshall,C108,U.S. House,1,Under Votes,,11,10,0,,1,,,
Marshall,C108,U.S. House,1,Over Votes,,0,0,0,,0,,,
Marshall,C108,State House,6,Chris FREELAND,REP,353,277,14,,62,,,
Marshall,C108,State House,6,Linda Story EDWARDS,DEM,172,151,9,,12,,,
Marshall,C108,State House,6,Under Votes,,11,10,0,,1,,,
Marshall,C108,State House,6,Over Votes,,0,0,0,,0,,,
Spencer,A101A,President,,Donald J. TRUMP,REP,1629,720,110,,799,,,
Spencer,A101A,President,,Kamala D. HARRIS,DEM,460,178,44,,238,,,
Spencer,A101A,President,,Jill STEIN,KY,3,3,0,,0,,,
Spencer,A101A,President,,Robert F. KENNEDY JR.,IND,10,6,1,,3,,,
Spencer,A101A,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Spencer,A101A,President,,Chase OLIVER,LIB,7,4,0,,3,,,
Spencer,A101A,President,,Write-ins,,0,0,0,,0,,,
Spencer,A101A,President,,Under Votes,,10,7,0,,3,,,
Spencer,A101A,President,,Over Votes,,3,1,0,,2,,,
Spencer,A101A,U.S. House,4,Thomas MASSIE,REP,1741,789,119,,833,,,
Spencer,A101A,U.S. House,4,Write-ins,,2,0,0,,2,,,
Spencer,A101A,U.S. House,4,Under Votes,,379,130,36,,213,,,
Spencer,A101A,U.S. House,4,Over Votes,,0,0,0,,0,,,
Spencer,A101A,State House,53,James Allen TIPTON,REP,1759,786,123,,850,,,
Spencer,A101A,State House,53,Under Votes,,362,133,32,,197,,,
Spencer,A101A,State House,53,Over Votes,,1,0,0,,1,,,
Spencer,B101,President,,Donald J. TRUMP,REP,744,358,38,,348,,,
Spencer,B101,President,,Kamala D. HARRIS,DEM,212,102,18,,92,,,
Spencer,B101,President,,Jill STEIN,KY,0,0,0,,0,,,
Spencer,B101,President,,Robert F. KENNEDY JR.,IND,4,1,0,,3,,,
Spencer,B101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Spencer,B101,President,,Chase OLIVER,LIB,3,2,0,,1,,,
Spencer,B101,President,,Write-ins,,0,0,0,,0,,,
Spencer,B101,President,,Under Votes,,6,1,1,,4,,,
Spencer,B101,President,,Over Votes,,1,1,0,,0,,,
Spencer,B101,U.S. House,4,Thomas MASSIE,REP,775,384,39,,352,,,
Spencer,B101,U.S. House,4,Write-ins,,0,0,0,,0,,,
Spencer,B101,U.S. House,4,Under Votes,,195,81,18,,96,,,
Spencer,B101,U.S. House,4,Over Votes,,0,0,0,,0,,,
Spencer,B101,State House,53,James Allen TIPTON,REP,771,381,39,,351,,,
Spencer,B101,State House,53,Under Votes,,199,84,18,,97,,,
Spencer,B101,State House,53,Over Votes,,0,0,0,,0,,,
Spencer,B102,President,,Donald J. TRUMP,REP,1188,525,49,,614,,,
Spencer,B102,President,,Kamala D. HARRIS,DEM,333,142,18,,173,,,
Spencer,B102,President,,Jill STEIN,KY,3,3,0,,0,,,
Spencer,B102,President,,Robert F. KENNEDY JR.,IND,18,10,0,,8,,,
Spencer,B102,President,,Shiva AYYADURAI,IND,2,0,0,,2,,,
Spencer,B102,President,,Chase OLIVER,LIB,6,5,0,,1,,,
Spencer,B102,President,,Write-ins,,0,0,0,,0,,,
Spencer,B102,President,,Under Votes,,10,5,0,,5,,,
Spencer,B102,President,,Over Votes,,0,0,0,,0,,,
Spencer,B102,U.S. House,4,Thomas MASSIE,REP,1264,564,50,,650,,,
Spencer,B102,U.S. House,4,Write-ins,,0,0,0,,0,,,
Spencer,B102,U.S. House,4,Under Votes,,295,126,16,,153,,,
Spencer,B102,U.S. House,4,Over Votes,,0,0,0,,0,,,
Spencer,B102,State House,53,James Allen TIPTON,REP,1255,558,49,,648,,,
Spencer,B102,State House,53,Under Votes,,304,132,17,,155,,,
Spencer,B102,State House,53,Over Votes,,0,0,0,,0,,,
Spencer,C101,President,,Donald J. TRUMP,REP,1087,460,40,,587,,,
Spencer,C101,President,,Kamala D. HARRIS,DEM,281,119,23,,139,,,
Spencer,C101,President,,Jill STEIN,KY,2,1,0,,1,,,
Spencer,C101,President,,Robert F. KENNEDY JR.,IND,14,9,0,,5,,,
Spencer,C101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Spencer,C101,President,,Chase OLIVER,LIB,6,5,0,,1,,,
Spencer,C101,President,,Write-ins,,1,1,0,,0,,,
Spencer,C101,President,,Under Votes,,13,10,0,,3,,,
Spencer,C101,President,,Over Votes,,0,0,0,,0,,,
Spencer,C101,U.S. House,4,Thomas MASSIE,REP,1139,498,44,,597,,,
Spencer,C101,U.S. House,4,Write-ins,,0,0,0,,0,,,
Spencer,C101,U.S. House,4,Under Votes,,265,107,19,,139,,,
Spencer,C101,U.S. House,4,Over Votes,,0,0,0,,0,,,
Spencer,C101,State House,53,James Allen TIPTON,REP,1142,496,44,,602,,,
Spencer,C101,State House,53,Under Votes,,261,109,19,,133,,,
Spencer,C101,State House,53,Over Votes,,1,0,0,,1,,,
Spencer,C102,President,,Donald J. TRUMP,REP,823,354,58,,411,,,
Spencer,C102,President,,Kamala D. HARRIS,DEM,268,100,25,,143,,,
Spencer,C102,President,,Jill STEIN,KY,3,2,0,,1,,,
Spencer,C102,President,,Robert F. KENNEDY JR.,IND,7,4,0,,3,,,
Spencer,C102,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Spencer,C102,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Spencer,C102,President,,Write-ins,,0,0,0,,0,,,
Spencer,C102,President,,Under Votes,,11,4,0,,7,,,
Spencer,C102,President,,Over Votes,,0,0,0,,0,,,
Spencer,C102,U.S. House,4,Thomas MASSIE,REP,881,384,63,,434,,,
Spencer,C102,U.S. House,4,Write-ins,,0,0,0,,0,,,
Spencer,C102,U.S. House,4,Under Votes,,231,81,19,,131,,,
Spencer,C102,U.S. House,4,Over Votes,,0,0,0,,0,,,
Spencer,C102,State House,53,James Allen TIPTON,REP,894,387,61,,446,,,
Spencer,C102,State House,53,Under Votes,,217,78,20,,119,,,
Spencer,C102,State House,53,Over Votes,,1,0,1,,0,,,
Spencer,D101,President,,Donald J. TRUMP,REP,864,419,38,,407,,,
Spencer,D101,President,,Kamala D. HARRIS,DEM,197,87,16,,94,,,
Spencer,D101,President,,Jill STEIN,KY,2,0,0,,2,,,
Spencer,D101,President,,Robert F. KENNEDY JR.,IND,9,4,1,,4,,,
Spencer,D101,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Spencer,D101,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Spencer,D101,President,,Write-ins,,0,0,0,,0,,,
Spencer,D101,President,,Under Votes,,6,2,1,,3,,,
Spencer,D101,President,,Over Votes,,2,1,0,,1,,,
Spencer,D101,U.S. House,4,Thomas MASSIE,REP,900,431,43,,426,,,
Spencer,D101,U.S. House,4,Write-ins,,0,0,0,,0,,,
Spencer,D101,U.S. House,4,Under Votes,,182,84,13,,85,,,
Spencer,D101,U.S. House,4,Over Votes,,0,0,0,,0,,,
Spencer,D101,State House,53,James Allen TIPTON,REP,914,439,43,,432,,,
Spencer,D101,State House,53,Under Votes,,168,76,13,,79,,,
Spencer,D101,State House,53,Over Votes,,0,0,0,,0,,,
Spencer,D102,President,,Donald J. TRUMP,REP,799,413,47,,339,,,
Spencer,D102,President,,Kamala D. HARRIS,DEM,205,78,16,,111,,,
Spencer,D102,President,,Jill STEIN,KY,1,0,0,,1,,,
Spencer,D102,President,,Robert F. KENNEDY JR.,IND,8,3,0,,5,,,
Spencer,D102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Spencer,D102,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Spencer,D102,President,,Write-ins,,0,0,0,,0,,,
Spencer,D102,President,,Under Votes,,6,5,0,,1,,,
Spencer,D102,President,,Over Votes,,2,0,0,,2,,,
Spencer,D102,U.S. House,4,Thomas MASSIE,REP,834,425,49,,360,,,
Spencer,D102,U.S. House,4,Write-ins,,3,0,0,,3,,,
Spencer,D102,U.S. House,4,Under Votes,,184,75,14,,95,,,
Spencer,D102,U.S. House,4,Over Votes,,1,0,0,,1,,,
Spencer,D102,State House,53,James Allen TIPTON,REP,843,426,51,,366,,,
Spencer,D102,State House,53,Under Votes,,177,73,12,,92,,,
Spencer,D102,State House,53,Over Votes,,2,1,0,,1,,,
Spencer,E101,President,,Donald J. TRUMP,REP,1126,542,78,,506,,,
Spencer,E101,President,,Kamala D. HARRIS,DEM,328,145,22,,161,,,
Spencer,E101,President,,Jill STEIN,KY,3,2,0,,1,,,
Spencer,E101,President,,Robert F. KENNEDY JR.,IND,3,1,0,,2,,,
Spencer,E101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Spencer,E101,President,,Chase OLIVER,LIB,7,3,0,,4,,,
Spencer,E101,President,,Write-ins,,0,0,0,,0,,,
Spencer,E101,President,,Under Votes,,9,5,0,,4,,,
Spencer,E101,President,,Over Votes,,2,1,0,,1,,,
Spencer,E101,U.S. House,4,Thomas MASSIE,REP,1201,577,81,,543,,,
Spencer,E101,U.S. House,4,Write-ins,,1,0,0,,1,,,
Spencer,E101,U.S. House,4,Under Votes,,276,122,19,,135,,,
Spencer,E101,U.S. House,4,Over Votes,,0,0,0,,0,,,
Spencer,E101,State House,53,James Allen TIPTON,REP,1201,577,80,,544,,,
Spencer,E101,State House,53,Under Votes,,277,122,20,,135,,,
Spencer,E101,State House,53,Over Votes,,0,0,0,,0,,,
Spencer,E102,President,,Donald J. TRUMP,REP,667,478,26,,163,,,
Spencer,E102,President,,Kamala D. HARRIS,DEM,131,86,7,,38,,,
Spencer,E102,President,,Jill STEIN,KY,3,2,1,,0,,,
Spencer,E102,President,,Robert F. KENNEDY JR.,IND,8,3,0,,5,,,
Spencer,E102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Spencer,E102,President,,Chase OLIVER,LIB,1,0,0,,1,,,
Spencer,E102,President,,Write-ins,,0,0,0,,0,,,
Spencer,E102,President,,Under Votes,,6,5,0,,1,,,
Spencer,E102,President,,Over Votes,,0,0,0,,0,,,
Spencer,E102,U.S. House,4,Thomas MASSIE,REP,689,500,28,,161,,,
Spencer,E102,U.S. House,4,Write-ins,,0,0,0,,0,,,
Spencer,E102,U.S. House,4,Under Votes,,127,74,6,,47,,,
Spencer,E102,U.S. House,4,Over Votes,,0,0,0,,0,,,
Spencer,E102,State House,53,James Allen TIPTON,REP,705,508,29,,168,,,
Spencer,E102,State House,53,Under Votes,,110,65,5,,40,,,
Spencer,E102,State House,53,Over Votes,,1,1,0,,0,,,
Todd,A101,President,,Donald J. TRUMP,REP,287,208,12,,67,,,
Todd,A101,President,,Kamala D. HARRIS,DEM,37,29,3,,5,,,
Todd,A101,President,,Jill STEIN,KY,0,0,0,,0,,,
Todd,A101,President,,Robert F. KENNEDY JR.,IND,0,0,0,,0,,,
Todd,A101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Todd,A101,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Todd,A101,President,,Write-ins,,0,0,0,,0,,,
Todd,A101,President,,Under Votes,,2,2,0,,0,,,
Todd,A101,President,,Over Votes,,0,0,0,,0,,,
Todd,A101,U.S. House,1,James R. COMER,REP,279,202,11,,66,,,
Todd,A101,U.S. House,1,Erin MARSHALL,DEM,39,32,2,,5,,,
Todd,A101,U.S. House,1,Under Votes,,8,5,2,,1,,,
Todd,A101,U.S. House,1,Over Votes,,0,0,0,,0,,,
Todd,A101,State House,16,Jason PETRIE,REP,286,207,12,,67,,,
Todd,A101,State House,16,Under Votes,,40,32,3,,5,,,
Todd,A101,State House,16,Over Votes,,0,0,0,,0,,,
Todd,A102,President,,Donald J. TRUMP,REP,323,209,6,,108,,,
Todd,A102,President,,Kamala D. HARRIS,DEM,55,29,11,,15,,,
Todd,A102,President,,Jill STEIN,KY,0,0,0,,0,,,
Todd,A102,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Todd,A102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Todd,A102,President,,Chase OLIVER,LIB,3,3,0,,0,,,
Todd,A102,President,,Write-ins,,0,0,0,,0,,,
Todd,A102,President,,Under Votes,,4,3,0,,1,,,
Todd,A102,President,,Over Votes,,0,0,0,,0,,,
Todd,A102,U.S. House,1,James R. COMER,REP,321,207,8,,106,,,
Todd,A102,U.S. House,1,Erin MARSHALL,DEM,53,30,9,,14,,,
Todd,A102,U.S. House,1,Under Votes,,12,8,0,,4,,,
Todd,A102,U.S. House,1,Over Votes,,1,1,0,,0,,,
Todd,A102,State House,16,Jason PETRIE,REP,348,222,14,,112,,,
Todd,A102,State House,16,Under Votes,,39,24,3,,12,,,
Todd,A102,State House,16,Over Votes,,0,0,0,,0,,,
Todd,A103,President,,Donald J. TRUMP,REP,237,169,7,,61,,,
Todd,A103,President,,Kamala D. HARRIS,DEM,25,20,1,,4,,,
Todd,A103,President,,Jill STEIN,KY,1,1,0,,0,,,
Todd,A103,President,,Robert F. KENNEDY JR.,IND,0,0,0,,0,,,
Todd,A103,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Todd,A103,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Todd,A103,President,,Write-ins,,0,0,0,,0,,,
Todd,A103,President,,Under Votes,,0,0,0,,0,,,
Todd,A103,President,,Over Votes,,0,0,0,,0,,,
Todd,A103,U.S. House,1,James R. COMER,REP,231,164,7,,60,,,
Todd,A103,U.S. House,1,Erin MARSHALL,DEM,28,22,1,,5,,,
Todd,A103,U.S. House,1,Under Votes,,4,4,0,,0,,,
Todd,A103,U.S. House,1,Over Votes,,0,0,0,,0,,,
Todd,A103,State House,16,Jason PETRIE,REP,235,162,8,,65,,,
Todd,A103,State House,16,Under Votes,,28,28,0,,0,,,
Todd,A103,State House,16,Over Votes,,0,0,0,,0,,,
Todd,B101,President,,Donald J. TRUMP,REP,424,353,5,,66,,,
Todd,B101,President,,Kamala D. HARRIS,DEM,40,30,5,,5,,,
Todd,B101,President,,Jill STEIN,KY,1,1,0,,0,,,
Todd,B101,President,,Robert F. KENNEDY JR.,IND,0,0,0,,0,,,
Todd,B101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Todd,B101,President,,Chase OLIVER,LIB,2,2,0,,0,,,
Todd,B101,President,,Write-ins,,0,0,0,,0,,,
Todd,B101,President,,Under Votes,,4,4,0,,0,,,
Todd,B101,President,,Over Votes,,0,0,0,,0,,,
Todd,B101,U.S. House,1,James R. COMER,REP,408,341,6,,61,,,
Todd,B101,U.S. House,1,Erin MARSHALL,DEM,46,34,4,,8,,,
Todd,B101,U.S. House,1,Under Votes,,17,15,0,,2,,,
Todd,B101,U.S. House,1,Over Votes,,0,0,0,,0,,,
Todd,B101,State House,16,Jason PETRIE,REP,429,356,8,,65,,,
Todd,B101,State House,16,Under Votes,,42,34,2,,6,,,
Todd,B101,State House,16,Over Votes,,0,0,0,,0,,,
Todd,B102,President,,Donald J. TRUMP,REP,338,301,3,,34,,,
Todd,B102,President,,Kamala D. HARRIS,DEM,39,31,4,,4,,,
Todd,B102,President,,Jill STEIN,KY,3,3,0,,0,,,
Todd,B102,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Todd,B102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Todd,B102,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Todd,B102,President,,Write-ins,,0,0,0,,0,,,
Todd,B102,President,,Under Votes,,3,3,0,,0,,,
Todd,B102,President,,Over Votes,,0,0,0,,0,,,
Todd,B102,U.S. House,1,James R. COMER,REP,327,290,3,,34,,,
Todd,B102,U.S. House,1,Erin MARSHALL,DEM,42,35,3,,4,,,
Todd,B102,U.S. House,1,Under Votes,,16,16,0,,0,,,
Todd,B102,U.S. House,1,Over Votes,,0,0,0,,0,,,
Todd,B102,State House,16,Jason PETRIE,REP,349,309,4,,36,,,
Todd,B102,State House,16,Under Votes,,36,32,2,,2,,,
Todd,B102,State House,16,Over Votes,,0,0,0,,0,,,
Todd,B103,President,,Donald J. TRUMP,REP,113,88,1,,24,,,
Todd,B103,President,,Kamala D. HARRIS,DEM,14,13,0,,1,,,
Todd,B103,President,,Jill STEIN,KY,1,0,1,,0,,,
Todd,B103,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Todd,B103,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Todd,B103,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Todd,B103,President,,Write-ins,,0,0,0,,0,,,
Todd,B103,President,,Under Votes,,0,0,0,,0,,,
Todd,B103,President,,Over Votes,,0,0,0,,0,,,
Todd,B103,U.S. House,1,James R. COMER,REP,114,88,1,,25,,,
Todd,B103,U.S. House,1,Erin MARSHALL,DEM,13,12,1,,0,,,
Todd,B103,U.S. House,1,Under Votes,,2,2,0,,0,,,
Todd,B103,U.S. House,1,Over Votes,,0,0,0,,0,,,
Todd,B103,State House,16,Jason PETRIE,REP,116,91,1,,24,,,
Todd,B103,State House,16,Under Votes,,13,11,1,,1,,,
Todd,B103,State House,16,Over Votes,,0,0,0,,0,,,
Todd,B104,President,,Donald J. TRUMP,REP,100,76,1,,23,,,
Todd,B104,President,,Kamala D. HARRIS,DEM,9,9,0,,0,,,
Todd,B104,President,,Jill STEIN,KY,1,1,0,,0,,,
Todd,B104,President,,Robert F. KENNEDY JR.,IND,3,3,0,,0,,,
Todd,B104,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Todd,B104,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Todd,B104,President,,Write-ins,,0,0,0,,0,,,
Todd,B104,President,,Under Votes,,0,0,0,,0,,,
Todd,B104,President,,Over Votes,,0,0,0,,0,,,
Todd,B104,U.S. House,1,James R. COMER,REP,102,78,1,,23,,,
Todd,B104,U.S. House,1,Erin MARSHALL,DEM,10,10,0,,0,,,
Todd,B104,U.S. House,1,Under Votes,,1,1,0,,0,,,
Todd,B104,U.S. House,1,Over Votes,,0,0,0,,0,,,
Todd,B104,State House,16,Jason PETRIE,REP,106,82,1,,23,,,
Todd,B104,State House,16,Under Votes,,7,7,0,,0,,,
Todd,B104,State House,16,Over Votes,,0,0,0,,0,,,
Todd,C101,President,,Donald J. TRUMP,REP,471,268,17,,186,,,
Todd,C101,President,,Kamala D. HARRIS,DEM,202,126,13,,63,,,
Todd,C101,President,,Jill STEIN,KY,2,2,0,,0,,,
Todd,C101,President,,Robert F. KENNEDY JR.,IND,4,3,1,,0,,,
Todd,C101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Todd,C101,President,,Chase OLIVER,LIB,7,4,0,,3,,,
Todd,C101,President,,Write-ins,,0,0,0,,0,,,
Todd,C101,President,,Under Votes,,5,2,0,,3,,,
Todd,C101,President,,Over Votes,,0,0,0,,0,,,
Todd,C101,U.S. House,1,James R. COMER,REP,468,267,17,,184,,,
Todd,C101,U.S. House,1,Erin MARSHALL,DEM,201,124,12,,65,,,
Todd,C101,U.S. House,1,Under Votes,,21,14,1,,6,,,
Todd,C101,U.S. House,1,Over Votes,,0,0,0,,0,,,
Todd,C101,State House,16,Jason PETRIE,REP,554,334,18,,202,,,
Todd,C101,State House,16,Under Votes,,136,71,12,,53,,,
Todd,C101,State House,16,Over Votes,,0,0,0,,0,,,
Todd,C102,President,,Donald J. TRUMP,REP,368,292,7,,69,,,
